# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.883667767335533,2.8486338401248235,-83.43504524262266,0,3.0,-0.5019079900733427,0.0,0.0,-0.06244221652156398
 0.0935667682112138,14.885169155289523,2.8355878387552527,-83.43504524262266,0.28070030463364143,3.0,-0.5019079900733427,-0.005842516399867602,-9.751416934898755,-0.45305639951757704
 0.1322520767449814,14.886581565549982,2.822560372801916,-83.81228181539062,0.39675623023494416,2.9999999999999982,-0.5027403912620195,-0.02336914299840295,-12.722801929978996,-0.9855750806582716
 0.16188753497935088,14.887905344419172,2.8095521128818897,-84.18932788061066,0.4856626049380526,3.0,-0.5036064981753164,-0.05257711213808648,-15.109606475286574,-1.6391368308978285
 0.18683035770972806,14.889140838199351,2.7965637296122505,-84.56620411644951,0.5604910731291841,3.0,-0.5045073914996773,-0.09346181154200325,-17.171695055772638,-2.395518685997733
 0.20876922790404437,14.890288393192785,2.783595893610073,-84.94293170529448,0.6263076837121331,3.0000000000000013,-0.5054441616589708,-0.1460167850421667,-19.018855404313936,-3.2430451865389247
 0.22857066293288986,14.891348355701728,2.770649275492435,-85.319532334906,0.6857119887986695,2.999999999999996,-0.5064179087096872,-0.2102337335990273,-20.710468842484435,-4.173427160846104
 0.24674967507061907,14.892321072028446,2.7577245458764112,-85.6960281993716,0.7402490252118572,3.000000000000006,-0.5074297435152998,-0.2861025166119774,-22.28314212765278,-5.180382300697274
 0.2636419876122883,14.893206888475198,2.744822375379078,-86.07244200060235,0.7909259628368649,3.0,-0.5084807876463455,-0.37361115352068724,-23.761406188589547,-6.258929816639849
 0.279480904980032,14.894006151344241,2.731943434617512,-86.44879694976481,0.838442714940096,3.000000000000007,-0.5095721740488586,-0.4727458256969529,-25.162692435822496,-7.404987895471486
 0.2944363720912744,14.894719206937841,2.7190883942087885,-86.82511676891906,0.8833091162738232,3.0,-0.5107050478675018,-0.5834908786268248,-26.499942201769553,-8.615125190340361
 0.3086367398227857,14.895346401558257,2.706257924769985,-87.201425693048,0.9259102194683573,3.0,-0.5118805664644076,-0.7058288243826646,-27.78309742381151,-9.886398098524397
 0.32218176589471376,14.895888081507744,2.693452696918176,-87.57774847201243,0.9665452976841413,2.999999999999996,-0.5130999001934173,-0.8397403443846373,-29.02000920689422,-11.216239219827319
 0.3351508141840552,14.896344593088573,2.6806733812704384,-87.95411037277377,1.0054524425521656,3.0,-0.5143642332795982,-0.985204292451383,-30.217020490177532,-12.602378043237833
 0.34760825714832916,14.896716282602995,2.667920648443848,-88.33053718208045,1.0428247714449876,3.000000000000009,-0.5156747636227395,-1.142197698139237,-31.379355333281076,-14.042782831177702
 0.35960716607229043,14.897003496353276,2.6551951690554816,-88.70705520881711,1.0788214982168716,3.0000000000000093,-0.5170327042209584,-1.3106957703695052,-32.511388108551294,-15.535616955696232
 0.3711919091492504,14.897206580641678,2.642497613722414,-89.08369128713001,1.1135757274477514,2.999999999999995,-0.5184392831677302,-1.4906719013433087,-33.61683493758608,-17.079205388820682
 0.38240002832352954,14.897325881770454,2.6298286530617228,-89.46047277937255,1.1472000849705888,2.999999999999995,-0.5198957444566691,-1.6820976707432018,-34.6988932735071,-18.672008512528237
 0.3932636255279666,14.897361746041872,2.6171889576904825,-89.83742757933568,1.1797908765839,3.0,-0.5214033487451316,-1.884942850221129,-35.760345839570334,-20.312601322825003
 0.40381040654069345,14.89731451975819,2.60457919822577,-90.21458411584501,1.2114312196220804,2.9999999999999947,-0.5229633737157058,-2.0991754081717895,-36.80363943309207,-21.999656685985457
 0.4140644804946171,14.897184549221667,2.5920000452846623,-90.59197135636546,1.2421934414838514,3.0,-0.5245771148761684,-2.324761514790815,-37.83094569526433,-23.731931690651642
 0.42404698152799913,14.896972180734569,2.5794521694842336,-90.96961881086226,1.2721409445839975,3.0,-0.5262458863420555,-2.5616655474168972,-38.84420866136925,-25.50825640069134
 0.43377655868300186,14.896677760599148,2.566936241441562,-91.3475565360581,1.3013296760490056,2.9999999999999942,-0.5279710209675499,-2.8098500961570156,-39.84518238766714,-27.327524494625774
 0.44326976666412965,14.896301635117673,2.554452931773722,-91.72581513951019,1.329809299992389,2.9999999999999942,-0.5297538718307665,-3.0692759697938623,-40.8354612008564,-29.188685405390082
 0.4525413809359666,14.8958441505924,2.5420029110977906,-92.10442578437709,1.3576241428078997,2.9999999999999942,-0.53159581211568,-3.339902201974635,-41.81650412706867,-31.09073766594525
 0.4616046543369735,14.89530565332559,2.529586850030843,-92.48342019395504,1.3848139630109206,3.000000000000018,-0.5334982363784556,-3.621686057680081,-42.78965495324308,-33.03272323359739
 0.47047152795866903,14.894686489619506,2.517205419189956,-92.86283065674141,1.4114145838760073,3.000000000000006,-0.5354625609552626,-3.9145830399728347,-43.75615874793277,-35.01372261556178
 0.47915280587900344,14.893987005776404,2.504859289192206,-93.24269003155848,1.4374584176370104,2.999999999999994,-0.5374902246520881,-4.218546897024025,-44.71717562059539,-37.032850655762665
 0.4876583010492468,14.89320754809855,2.492549130654668,-93.62303175282639,1.4629749031477406,3.000000000000013,-0.5395826896546693,-4.533529629416957,-45.67379229551105,-39.08925287128449
 0.4959969579527994,14.8923484628882,2.4802756141944196,-94.00388983626277,1.4879908738583985,3.0,-0.5417414420414857,-4.859481497726808,-46.62703183743709,-41.18210224870362
